sales_id,ad_placed_on,sold_on,original_selling_price,Region,State,City,seller_type,owner,car_id
697,1/23/2021 6:56:00 PM,2/14/2021 7:03:00 AM,350000,South,North Carolina,Charlotte,Individual,First Owner,124173
698,1/23/2021 7:32:00 PM,1/27/2021 1:32:00 PM,350000,South,Florida,Miami,Individual,Second Owner,124174
699,1/23/2021 8:21:00 PM,1/30/2021 6:23:00 PM,680000,West,California,Los Angeles,Individual,First Owner,124175
700,1/23/2021 8:35:00 PM,1/26/2021 1:46:00 PM,200000,South,Florida,Miami,Individual,Second Owner,124176
701,1/23/2021 8:45:00 PM,1/31/2021 3:55:00 PM,300000,West,Washington,Seattle,Individual,First Owner,124177
702,1/23/2021 8:46:00 PM,4/26/2021 3:36:00 PM,270000,South,Florida,Miami,Individual,Second Owner,124178
703,1/23/2021 9:33:00 PM,2/9/2021 4:14:00 PM,225000,South,Florida,Miami,Individual,Second Owner,124179
704,1/23/2021 9:35:00 PM,2/2/2021 2:17:00 PM,250000,West,California,Los Angeles,Individual,First Owner,124180
705,1/23/2021 9:38:00 PM,2/7/2021 8:47:00 AM,590000,West,California,Los Angeles,Individual,Second Owner,124181
706,1/23/2021 10:29:00 PM,2/3/2021 11:54:00 AM,290000,West,California,Los Angeles,Individual,First Owner,124182
707,1/23/2021 10:23:00 PM,1/30/2021 11:44:00 AM,100000,East,New York,New York City,Individual,Second Owner,124183
708,1/23/2021 10:29:00 PM,1/27/2021 11:34:00 AM,395000,East,New York,New York City,Individual,First Owner,124184
709,1/23/2021 10:39:00 PM,2/1/2021 9:04:00 AM,195000,West,California,Los Angeles,Individual,Second Owner,124185
710,1/23/2021 10:40:00 PM,null,45000,West,California,Los Angeles,Individual,Third Owner,124186
711,1/23/2021 10:55:00 PM,1/30/2021 12:13:00 PM,270000,West,California,Los Angeles,Individual,Second Owner,124187
712,1/23/2021 11:36:00 PM,2/7/2021 12:15:00 PM,600000,West,California,Los Angeles,Individual,Second Owner,124188
713,1/24/2021 12:22:00 AM,2/8/2021 9:53:00 AM,715000,East,New York,New York City,Individual,First Owner,124189
714,1/24/2021 7:58:00 AM,2/6/2021 10:05:00 AM,600000,East,New York,New York City,Individual,First Owner,124190
715,1/24/2021 8:52:00 AM,1/30/2021 6:36:00 PM,875000,Central,Illinois,Chicago,Individual,First Owner,124191
716,1/24/2021 9:00:00 AM,1/30/2021 11:18:00 AM,420000,Central,Illinois,Chicago,Individual,Second Owner,124192
717,1/24/2021 9:04:00 AM,2/6/2021 11:23:00 AM,325000,Central,Illinois,Chicago,Individual,Second Owner,124193
718,1/24/2021 9:24:00 AM,1/30/2021 9:39:00 AM,385000,Central,Illinois,Chicago,Individual,First Owner,124194
719,1/24/2021 9:42:00 AM,2/2/2021 3:52:00 PM,300000,Central,Texas,Dallas,Individual,First Owner,124195
720,1/24/2021 11:16:00 AM,2/2/2021 1:34:00 PM,335000,Central,Texas,Dallas,Individual,First Owner,124196
721,1/24/2021 11:24:00 AM,2/8/2021 10:45:00 AM,300000,Central,Texas,Dallas,Individual,First Owner,124197
722,1/24/2021 11:41:00 AM,2/8/2021 5:22:00 PM,80000,West,California,Los Angeles,Individual,Second Owner,124198
723,1/24/2021 12:14:00 PM,1/31/2021 8:23:00 AM,400000,East,Pennsylvania,Philadelphia,Individual,First Owner,124199
724,1/24/2021 12:18:00 PM,2/8/2021 3:15:00 PM,168000,East,Massachusetts,Boston,Individual,Second Owner,124200
725,1/24/2021 12:38:00 PM,2/7/2021 8:42:00 AM,550000,East,New York,New York City,Individual,First Owner,124201
727,1/24/2021 1:02:00 PM,null,320000,West,Washington,Seattle,Individual,Third Owner,124203
728,1/24/2021 1:32:00 PM,1/31/2021 5:23:00 AM,320000,South,Florida,Miami,Individual,Third Owner,124204
729,1/24/2021 2:14:00 PM,2/10/2021 12:09:00 PM,350000,East,Massachusetts,Boston,Individual,Second Owner,124205
730,1/24/2021 2:22:00 PM,1/30/2021 10:38:00 AM,280000,Central,Michigan,Detroit,Individual,First Owner,124206
731,1/24/2021 2:23:00 PM,2/2/2021 2:42:00 PM,550000,Central,Michigan,Detroit,Individual,Second Owner,124207
732,1/24/2021 3:37:00 PM,2/17/2021 4:16:00 PM,500000,Central,Michigan,Detroit,Individual,First Owner,124208
733,1/24/2021 3:44:00 PM,2/3/2021 5:06:00 PM,700000,East,Pennsylvania,Philadelphia,Individual,First Owner,124209
734,1/24/2021 3:59:00 PM,2/9/2021 6:28:00 AM,380000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124210
735,1/24/2021 4:26:00 PM,1/30/2021 10:33:00 AM,340000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124211
736,1/24/2021 4:58:00 PM,2/1/2021 11:59:00 AM,160000,East,Pennsylvania,Philadelphia,Individual,Third Owner,124212
737,1/24/2021 5:09:00 PM,2/2/2021 4:23:00 PM,750000,East,New York,New York City,Individual,First Owner,124213
738,1/24/2021 5:11:00 PM,1/31/2021 5:12:00 PM,531000,Central,Illinois,Chicago,Individual,First Owner,124214
739,1/24/2021 5:15:00 PM,2/1/2021 12:24:00 PM,300000,Central,Illinois,Chicago,Individual,First Owner,124215
740,1/24/2021 6:11:00 PM,2/21/2021 5:16:00 AM,350000,Central,Illinois,Chicago,Individual,Second Owner,124216
741,1/24/2021 6:22:00 PM,2/14/2021 5:15:00 PM,150000,West,California,Los Angeles,Individual,Fourth & Above Owner,124217
742,1/24/2021 6:44:00 PM,1/31/2021 7:35:00 AM,450000,East,New York,New York City,Individual,First Owner,124218
743,1/24/2021 7:39:00 PM,2/2/2021 8:39:00 AM,1625000,West,California,San Francisco,Individual,First Owner,124219
746,1/24/2021 9:16:00 PM,1/30/2021 12:24:00 PM,85000,East,Massachusetts,Boston,Individual,Third Owner,124222
747,1/24/2021 9:16:00 PM,2/6/2021 10:07:00 AM,450000,East,Massachusetts,Boston,Individual,First Owner,124223
749,1/24/2021 9:24:00 PM,null,360000,East,Massachusetts,Boston,Individual,First Owner,124225
750,1/24/2021 9:35:00 PM,2/8/2021 8:14:00 AM,390000,East,New York,New York City,Individual,First Owner,124226
751,1/24/2021 9:44:00 PM,2/8/2021 4:23:00 AM,145000,East,Massachusetts,Boston,Individual,Second Owner,124227
752,1/24/2021 10:10:00 PM,2/3/2021 3:07:00 PM,540000,Central,Texas,Houston,Individual,Third Owner,124228
753,1/24/2021 10:16:00 PM,2/1/2021 12:47:00 AM,290000,West,California,Los Angeles,Individual,Third Owner,124229
754,1/24/2021 10:27:00 PM,2/6/2021 10:55:00 AM,300000,West,California,Los Angeles,Individual,First Owner,124230
755,1/24/2021 10:38:00 PM,2/11/2021 5:58:00 AM,565000,West,California,Los Angeles,Individual,First Owner,124231
756,1/24/2021 10:49:00 PM,2/8/2021 8:04:00 AM,441000,West,California,Los Angeles,Individual,Second Owner,124232
758,1/25/2021 12:19:00 AM,1/31/2021 8:43:00 AM,180000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124234
759,1/25/2021 12:46:00 AM,1/31/2021 5:43:00 PM,200000,East,New York,New York City,Individual,Second Owner,124235
760,1/25/2021 12:47:00 AM,1/30/2021 11:44:00 AM,85000,East,New York,New York City,Individual,Second Owner,124236
761,1/25/2021 1:20:00 AM,null,67500,East,New York,New York City,Individual,Fourth & Above Owner,124237
762,1/25/2021 1:23:00 AM,2/9/2021 10:14:00 AM,700000,East,New York,New York City,Individual,Second Owner,124238
763,1/25/2021 1:26:00 AM,1/26/2021 3:34:00 PM,275000,Central,Illinois,Chicago,Individual,Fourth & Above Owner,124239
764,1/25/2021 1:29:00 AM,1/31/2021 6:06:00 PM,600000,Central,Illinois,Chicago,Individual,First Owner,124240
765,1/25/2021 5:31:00 AM,2/14/2021 10:07:00 AM,250000,East,New York,New York City,Individual,First Owner,124241
766,1/25/2021 6:31:00 AM,2/3/2021 1:58:00 PM,600000,East,New York,New York City,Individual,First Owner,124242
767,1/25/2021 9:09:00 AM,2/2/2021 4:56:00 PM,200000,East,New York,New York City,Individual,Second Owner,124243
768,1/25/2021 9:12:00 AM,2/14/2021 11:14:00 AM,425000,West,California,San Diego,Individual,Second Owner,124244
769,1/25/2021 9:21:00 AM,null,420000,Central,Michigan,Detroit,Individual,Second Owner,124245
770,1/25/2021 9:31:00 AM,null,321000,West,Washington,Seattle,Individual,Second Owner,124246
771,1/25/2021 9:42:00 AM,2/2/2021 4:35:00 PM,350000,West,Washington,Seattle,Individual,Fourth & Above Owner,124247
772,1/25/2021 10:09:00 AM,2/13/2021 10:03:00 AM,490000,West,California,Los Angeles,Individual,First Owner,124248
773,1/25/2021 10:11:00 AM,null,680000,Central,Texas,Houston,Individual,First Owner,124249
774,1/25/2021 10:41:00 AM,2/3/2021 12:42:00 PM,298000,Central,Texas,Houston,Individual,First Owner,124250
776,1/25/2021 11:32:00 AM,2/2/2021 10:24:00 AM,450000,Central,Texas,Houston,Individual,Fourth & Above Owner,124252
778,1/25/2021 11:45:00 AM,1/28/2021 8:23:00 AM,250000,Central,Texas,Houston,Individual,First Owner,124254
779,1/25/2021 11:58:00 AM,1/31/2021 8:03:00 AM,1075000,Central,Michigan,Detroit,Individual,Third Owner,124255
780,1/25/2021 11:59:00 AM,2/6/2021 8:57:00 AM,500000,East,Massachusetts,Boston,Individual,First Owner,124256
781,1/25/2021 12:18:00 PM,2/6/2021 2:44:00 PM,681000,East,Massachusetts,Boston,Individual,First Owner,124257
782,1/25/2021 12:21:00 PM,1/30/2021 2:14:00 PM,650000,West,California,San Diego,Individual,Second Owner,124258
783,1/25/2021 12:48:00 PM,2/16/2021 8:35:00 AM,80000,West,California,San Diego,Individual,Second Owner,124259
784,1/25/2021 12:49:00 PM,1/30/2021 2:08:00 PM,290000,West,California,Los Angeles,Individual,First Owner,124260
785,1/25/2021 1:15:00 PM,2/3/2021 3:53:00 PM,220000,East,New York,New York City,Individual,Second Owner,124261
786,1/25/2021 1:22:00 PM,1/30/2021 2:36:00 PM,120000,East,New York,New York City,Individual,Second Owner,124262
787,1/25/2021 1:33:00 PM,2/6/2021 11:21:00 AM,229999,Central,Illinois,Chicago,Individual,First Owner,124263
788,1/25/2021 1:42:00 PM,2/10/2021 2:05:00 PM,150000,Central,Illinois,Chicago,Individual,Second Owner,124264
789,1/25/2021 3:10:00 PM,1/30/2021 12:58:00 PM,500000,Central,Illinois,Chicago,Individual,First Owner,124265
790,1/25/2021 3:12:00 PM,2/15/2021 7:12:00 PM,175000,West,Washington,Seattle,Individual,First Owner,124266
791,1/25/2021 3:19:00 PM,1/27/2021 6:12:00 PM,720000,South,Florida,Miami,Individual,First Owner,124267
792,1/25/2021 3:28:00 PM,null,100000,East,New York,New York City,Individual,First Owner,124268
793,1/25/2021 3:32:00 PM,2/2/2021 5:07:00 PM,250000,West,California,Los Angeles,Individual,Second Owner,124269
794,1/25/2021 3:47:00 PM,2/14/2021 2:03:00 PM,810000,East,Massachusetts,Boston,Individual,First Owner,124270
795,1/25/2021 3:49:00 PM,2/9/2021 12:45:00 PM,165000,West,California,Los Angeles,Individual,Third Owner,124271
796,1/25/2021 4:25:00 PM,2/2/2021 5:07:00 PM,409999,West,California,Los Angeles,Individual,Second Owner,124272
797,1/25/2021 4:32:00 PM,2/17/2021 10:58:00 AM,430000,East,New York,New York City,Individual,Second Owner,124273
798,1/25/2021 4:38:00 PM,4/6/2021 12:46:00 PM,300000,East,New York,New York City,Individual,First Owner,124274
799,1/25/2021 4:51:00 PM,2/8/2021 8:38:00 AM,350000,West,California,Los Angeles,Individual,Third Owner,124275
800,1/25/2021 4:57:00 PM,2/2/2021 2:29:00 PM,400000,West,Washington,Seattle,Individual,First Owner,124276
801,1/25/2021 5:06:00 PM,1/31/2021 12:22:00 PM,420000,West,Washington,Seattle,Individual,First Owner,124277
802,1/25/2021 5:35:00 PM,2/13/2021 6:28:00 PM,430000,East,District of Columbia,Washington,Individual,First Owner,124278
803,1/25/2021 5:52:00 PM,2/10/2021 8:43:00 AM,573000,East,District of Columbia,Washington,Individual,First Owner,124279
804,1/25/2021 6:04:00 PM,2/3/2021 12:44:00 PM,210000,East,District of Columbia,Washington,Individual,First Owner,124280
805,1/25/2021 6:22:00 PM,2/6/2021 1:12:00 PM,600000,South,North Carolina,Charlotte,Individual,First Owner,124281
806,1/25/2021 6:51:00 PM,2/15/2021 3:28:00 PM,150000,East,Massachusetts,Boston,Individual,Third Owner,124282
807,1/25/2021 6:55:00 PM,1/27/2021 10:14:00 AM,550000,East,Massachusetts,Boston,Individual,First Owner,124283
808,1/25/2021 7:00:00 PM,null,320000,Central,Michigan,Detroit,Individual,Second Owner,124284
809,1/25/2021 7:09:00 PM,2/3/2021 10:19:00 AM,80000,Central,Michigan,Detroit,Individual,Fourth & Above Owner,124285
810,1/25/2021 7:11:00 PM,2/9/2021 6:43:00 PM,800000,Central,Michigan,Detroit,Individual,First Owner,124286
811,1/25/2021 7:44:00 PM,1/30/2021 10:57:00 AM,500000,East,District of Columbia,Washington,Individual,First Owner,124287
812,1/25/2021 8:00:00 PM,2/8/2021 1:37:00 PM,229999,West,California,Los Angeles,Individual,Second Owner,124288
813,1/25/2021 8:03:00 PM,2/9/2021 9:38:00 AM,500000,West,Washington,Seattle,Individual,First Owner,124289
814,1/25/2021 8:11:00 PM,2/1/2021 12:32:00 PM,630000,Central,Michigan,Detroit,Individual,First Owner,124290
815,1/25/2021 8:17:00 PM,2/17/2021 2:53:00 PM,190000,Central,Texas,Dallas,Individual,Second Owner,124291
816,1/25/2021 10:04:00 PM,2/6/2021 2:14:00 PM,229999,Central,Texas,Houston,Individual,Second Owner,124292
817,1/25/2021 10:16:00 PM,2/2/2021 10:29:00 AM,450000,East,New York,New York City,Individual,Second Owner,124293
818,1/25/2021 10:19:00 PM,2/6/2021 10:53:00 AM,95000,East,New York,New York City,Individual,First Owner,124294
819,1/25/2021 10:19:00 PM,2/8/2021 10:17:00 AM,101000,West,Washington,Seattle,Individual,Fourth & Above Owner,124295
820,1/25/2021 10:46:00 PM,2/8/2021 9:26:00 AM,500000,West,Washington,Seattle,Individual,Second Owner,124296
821,1/25/2021 10:54:00 PM,2/1/2021 11:32:00 AM,1019999,West,Washington,Seattle,Individual,Second Owner,124297
822,1/25/2021 11:30:00 PM,2/2/2021 4:09:00 PM,244000,West,Washington,Seattle,Individual,First Owner,124298
823,1/26/2021 12:16:00 AM,2/3/2021 2:37:00 PM,250000,West,Washington,Seattle,Individual,Second Owner,124299
824,1/26/2021 12:20:00 AM,2/6/2021 9:35:00 AM,660000,West,California,Los Angeles,Individual,First Owner,124300
825,1/26/2021 12:20:00 AM,2/7/2021 4:31:00 PM,270000,West,California,Los Angeles,Individual,First Owner,124301
826,1/26/2021 9:11:00 AM,2/14/2021 1:35:00 PM,280000,Central,Texas,Houston,Individual,First Owner,124302
827,1/26/2021 9:15:00 AM,2/3/2021 6:17:00 AM,1050000,Central,Texas,Houston,Individual,First Owner,124303
828,1/26/2021 9:50:00 AM,3/27/2021 3:12:00 PM,525000,Central,Texas,Houston,Individual,First Owner,124304
829,1/26/2021 10:00:00 AM,2/7/2021 10:37:00 AM,850000,East,New York,New York City,Individual,First Owner,124305
830,1/26/2021 10:21:00 AM,2/7/2021 10:30:00 AM,1165000,East,New York,New York City,Individual,First Owner,124306
831,1/26/2021 10:31:00 AM,2/2/2021 9:47:00 AM,345000,East,New York,New York City,Individual,Second Owner,124307
832,1/26/2021 10:44:00 AM,2/8/2021 4:47:00 PM,95000,East,New York,New York City,Individual,Second Owner,124308
833,1/26/2021 10:56:00 AM,2/7/2021 1:11:00 PM,241000,East,New York,New York City,Individual,First Owner,124309
834,1/26/2021 11:09:00 AM,2/14/2021 4:24:00 PM,235000,East,New York,New York City,Individual,First Owner,124310
835,1/26/2021 10:58:00 AM,2/13/2021 3:24:00 PM,615000,East,New York,New York City,Individual,First Owner,124311
836,1/26/2021 11:09:00 AM,2/2/2021 2:58:00 PM,350000,East,New York,New York City,Individual,Second Owner,124312
837,1/26/2021 11:14:00 AM,2/9/2021 12:15:00 PM,350000,East,New York,New York City,Individual,First Owner,124313
838,1/26/2021 11:18:00 AM,2/8/2021 1:53:00 PM,380000,East,New York,New York City,Individual,First Owner,124314
839,1/26/2021 11:32:00 AM,2/15/2021 6:07:00 PM,400000,East,New York,New York City,Individual,First Owner,124315
840,1/26/2021 11:39:00 AM,2/14/2021 8:41:00 AM,220000,South,Florida,Miami,Individual,First Owner,124316
841,1/26/2021 11:45:00 AM,2/3/2021 10:11:00 AM,270000,Central,Michigan,Detroit,Individual,Third Owner,124317
842,1/26/2021 11:48:00 AM,2/3/2021 4:12:00 AM,275000,East,New York,New York City,Individual,Second Owner,124318
843,1/26/2021 11:51:00 AM,2/1/2021 12:14:00 PM,125000,East,Pennsylvania,Philadelphia,Individual,Second Owner,124319
844,1/26/2021 12:45:00 PM,2/13/2021 8:25:00 AM,360000,West,California,Los Angeles,Individual,First Owner,124320
845,1/26/2021 12:49:00 PM,2/7/2021 10:52:00 AM,550000,East,New York,New York City,Individual,First Owner,124321
846,1/26/2021 1:08:00 PM,2/2/2021 3:04:00 PM,200000,West,California,San Diego,Individual,Second Owner,124322
847,1/26/2021 1:15:00 PM,2/7/2021 4:45:00 PM,327000,West,California,San Diego,Individual,First Owner,124323
848,1/26/2021 1:14:00 PM,2/2/2021 1:47:00 PM,425000,East,New York,New York City,Individual,First Owner,124324
849,1/26/2021 1:15:00 PM,2/6/2021 9:52:00 AM,620000,East,New York,New York City,Individual,First Owner,124325
850,1/26/2021 1:15:00 PM,2/6/2021 5:52:00 PM,130000,Central,Texas,Dallas,Individual,Second Owner,124326
851,1/26/2021 1:32:00 PM,2/8/2021 9:23:00 AM,120000,East,Massachusetts,Boston,Individual,First Owner,124327
852,1/26/2021 1:43:00 PM,2/22/2021 1:08:00 PM,400000,East,Massachusetts,Boston,Individual,Second Owner,124328
853,1/26/2021 1:51:00 PM,2/2/2021 7:29:00 AM,185000,West,California,Los Angeles,Individual,Fourth & Above Owner,124329
854,1/26/2021 1:52:00 PM,2/3/2021 2:51:00 PM,204999,Central,Illinois,Chicago,Individual,Second Owner,124330
855,1/26/2021 2:12:00 PM,2/1/2021 3:26:00 PM,625000,Central,Illinois,Chicago,Individual,First Owner,124331
856,1/26/2021 2:26:00 PM,1/31/2021 7:17:00 AM,600000,Central,Illinois,Chicago,Individual,First Owner,124332
857,1/26/2021 2:29:00 PM,2/6/2021 1:42:00 PM,150000,Central,Illinois,Chicago,Individual,First Owner,124333
858,1/26/2021 2:41:00 PM,2/6/2021 12:52:00 PM,300000,Central,Illinois,Chicago,Individual,First Owner,124334
859,1/26/2021 3:01:00 PM,2/6/2021 11:04:00 AM,229999,East,Pennsylvania,Philadelphia,Individual,First Owner,124335
860,1/26/2021 3:37:00 PM,2/8/2021 1:08:00 PM,220000,West,California,Los Angeles,Individual,First Owner,124336
861,1/26/2021 3:37:00 PM,2/8/2021 8:04:00 AM,576000,West,Washington,Seattle,Individual,First Owner,124337
862,1/26/2021 3:50:00 PM,2/3/2021 5:05:00 PM,265000,Central,Texas,Houston,Individual,First Owner,124338
864,1/26/2021 4:03:00 PM,2/10/2021 5:34:00 AM,300000,Central,Texas,Houston,Individual,First Owner,124340
865,1/26/2021 4:16:00 PM,null,420000,East,Massachusetts,Boston,Individual,First Owner,124341
866,1/26/2021 4:20:00 PM,2/13/2021 7:37:00 PM,750000,East,Massachusetts,Boston,Individual,First Owner,124342
867,1/26/2021 4:25:00 PM,2/8/2021 2:47:00 PM,165000,South,Georgia,Atlanta,Individual,Second Owner,124343
868,1/26/2021 4:23:00 PM,2/2/2021 10:43:00 AM,290000,West,Washington,Seattle,Individual,First Owner,124344
869,1/26/2021 4:25:00 PM,2/3/2021 5:23:00 PM,160000,West,California,Los Angeles,Individual,First Owner,124345
870,1/26/2021 4:28:00 PM,1/31/2021 7:05:00 AM,695000,West,California,Los Angeles,Individual,First Owner,124346
871,1/26/2021 4:29:00 PM,2/6/2021 2:23:00 PM,231000,West,California,Los Angeles,Individual,First Owner,124347
872,1/26/2021 4:44:00 PM,2/21/2021 10:48:00 AM,1050000,East,Massachusetts,Boston,Individual,First Owner,124348
873,1/26/2021 4:48:00 PM,2/8/2021 4:54:00 PM,400000,West,California,Los Angeles,Individual,First Owner,124349
874,1/26/2021 4:51:00 PM,null,500000,East,Pennsylvania,Philadelphia,Individual,First Owner,124350
875,1/26/2021 4:59:00 PM,1/31/2021 6:56:00 PM,150000,East,Massachusetts,Boston,Individual,Second Owner,124351
876,1/26/2021 5:38:00 PM,2/17/2021 4:32:00 PM,400000,East,New York,New York City,Individual,Second Owner,124352
877,1/26/2021 5:40:00 PM,3/10/2021 5:41:00 AM,120000,West,California,Los Angeles,Individual,Second Owner,124353
878,1/26/2021 5:48:00 PM,2/7/2021 11:59:00 AM,480000,West,California,Los Angeles,Individual,Second Owner,124354
879,1/26/2021 6:19:00 PM,1/31/2021 9:14:00 AM,200000,West,Washington,Seattle,Individual,Second Owner,124355
880,1/26/2021 6:04:00 PM,2/6/2021 1:05:00 PM,300000,West,Washington,Seattle,Individual,Second Owner,124356
881,1/26/2021 6:19:00 PM,1/31/2021 6:43:00 PM,350000,West,Washington,Seattle,Individual,First Owner,124357
882,1/26/2021 6:27:00 PM,2/13/2021 1:34:00 PM,580000,West,Washington,Seattle,Individual,First Owner,124358
883,1/26/2021 6:33:00 PM,2/3/2021 2:54:00 PM,200000,West,California,Los Angeles,Individual,Second Owner,124359
884,1/26/2021 6:48:00 PM,2/8/2021 5:25:00 PM,750000,East,New York,New York City,Individual,First Owner,124360
885,1/26/2021 6:54:00 PM,3/11/2021 8:57:00 AM,261000,East,New York,New York City,Individual,First Owner,124361
886,1/26/2021 8:15:00 PM,2/2/2021 12:54:00 PM,371000,East,District of Columbia,Washington,Individual,First Owner,124362
887,1/26/2021 8:37:00 PM,2/8/2021 2:38:00 PM,320000,Central,Texas,Houston,Individual,Third Owner,124363
888,1/26/2021 8:44:00 PM,2/3/2021 12:34:00 PM,204999,East,New York,New York City,Individual,Second Owner,124364
889,1/26/2021 8:55:00 PM,2/7/2021 8:12:00 AM,110000,East,New York,New York City,Individual,Second Owner,124365
890,1/26/2021 8:56:00 PM,2/3/2021 8:12:00 AM,150000,East,New York,New York City,Individual,Fourth & Above Owner,124366
891,1/26/2021 9:07:00 PM,2/7/2021 1:36:00 PM,625000,East,New York,New York City,Individual,Second Owner,124367
892,1/26/2021 9:11:00 PM,2/7/2021 1:37:00 PM,1300000,East,New York,New York City,Individual,Second Owner,124368
893,1/26/2021 9:58:00 PM,2/6/2021 1:13:00 PM,900000,East,New York,New York City,Individual,First Owner,124369
894,1/26/2021 9:33:00 PM,2/2/2021 1:22:00 PM,180000,Central,Texas,Houston,Individual,Second Owner,124370
895,1/26/2021 9:58:00 PM,2/3/2021 3:09:00 PM,421000,East,District of Columbia,Washington,Individual,Second Owner,124371
896,1/26/2021 10:15:00 PM,2/3/2021 4:42:00 PM,204999,East,District of Columbia,Washington,Individual,Second Owner,124372
897,1/26/2021 10:15:00 PM,2/8/2021 9:52:00 AM,900000,South,North Carolina,Charlotte,Individual,First Owner,124373
898,1/26/2021 10:19:00 PM,2/8/2021 12:12:00 PM,165000,East,District of Columbia,Washington,Individual,Second Owner,124374
899,1/26/2021 10:23:00 PM,2/8/2021 4:47:00 PM,270000,East,New York,New York City,Individual,Fourth & Above Owner,124375
900,1/26/2021 10:28:00 PM,2/14/2021 1:38:00 PM,750000,Central,Michigan,Detroit,Individual,First Owner,124376
901,1/26/2021 10:44:00 PM,2/8/2021 8:09:00 AM,750000,East,New York,New York City,Individual,First Owner,124377
902,1/26/2021 10:52:00 PM,null,40000,West,California,Los Angeles,Individual,Third Owner,124378
903,1/26/2021 11:08:00 PM,2/1/2021 11:09:00 AM,190000,South,Florida,Miami,Individual,Second Owner,124379
904,1/26/2021 11:10:00 PM,2/15/2021 3:27:00 PM,395000,West,Washington,Seattle,Individual,Third Owner,124380
905,1/26/2021 11:11:00 PM,null,800000,West,Washington,Seattle,Individual,Second Owner,124381
906,1/26/2021 11:20:00 PM,4/5/2021 2:14:00 PM,315000,South,Florida,Miami,Individual,First Owner,124382
907,1/26/2021 11:33:00 PM,2/13/2021 12:17:00 PM,1600000,South,Georgia,Atlanta,Individual,Second Owner,124383
908,1/26/2021 11:41:00 PM,2/6/2021 10:15:00 AM,409999,West,California,Los Angeles,Individual,First Owner,124384
909,1/26/2021 11:48:00 PM,2/1/2021 3:28:00 PM,580000,East,District of Columbia,Washington,Individual,First Owner,124385
910,1/27/2021 12:30:00 AM,2/7/2021 1:15:00 PM,340000,East,District of Columbia,Washington,Individual,First Owner,124386
911,1/27/2021 12:34:00 AM,2/10/2021 6:43:00 PM,270000,Central,Illinois,Chicago,Individual,First Owner,124387
912,1/27/2021 1:24:00 AM,2/8/2021 10:45:00 AM,280000,South,North Carolina,Charlotte,Individual,First Owner,124388
913,1/27/2021 5:27:00 AM,2/6/2021 3:44:00 PM,130000,South,Georgia,Atlanta,Individual,First Owner,124389
914,1/27/2021 9:20:00 AM,2/7/2021 11:58:00 AM,260000,West,California,Los Angeles,Individual,First Owner,124390
915,1/27/2021 9:29:00 AM,2/7/2021 11:33:00 AM,710000,East,New York,New York City,Individual,First Owner,124391
916,1/27/2021 9:33:00 AM,3/13/2021 1:22:00 PM,204999,East,District of Columbia,Washington,Individual,Third Owner,124392
917,1/27/2021 9:51:00 AM,2/20/2021 12:07:00 PM,300000,East,District of Columbia,Washington,Individual,First Owner,124393
918,1/27/2021 10:29:00 AM,2/2/2021 5:43:00 PM,180000,East,New York,New York City,Individual,Second Owner,124394
919,1/27/2021 10:31:00 AM,2/8/2021 2:18:00 PM,700000,East,New York,New York City,Individual,First Owner,124395
920,1/27/2021 10:34:00 AM,2/7/2021 9:54:00 AM,320000,East,New York,New York City,Individual,Second Owner,124396
921,1/27/2021 10:36:00 AM,2/2/2021 12:32:00 PM,370000,West,California,Los Angeles,Individual,First Owner,124397
922,1/27/2021 10:52:00 AM,2/2/2021 4:57:00 PM,340000,West,California,Los Angeles,Individual,First Owner,124398
923,1/27/2021 11:34:00 AM,2/13/2021 11:07:00 AM,1040000,East,New York,New York City,Individual,First Owner,124399
924,1/27/2021 11:36:00 AM,1/31/2021 11:57:00 AM,750000,West,Washington,Seattle,Individual,First Owner,124400
925,1/27/2021 11:38:00 AM,1/31/2021 5:27:00 PM,600000,East,New York,New York City,Individual,First Owner,124401
926,1/27/2021 11:57:00 AM,2/6/2021 10:39:00 AM,550000,West,California,Los Angeles,Individual,First Owner,124402
927,1/27/2021 12:10:00 PM,2/15/2021 6:45:00 PM,600000,West,California,Los Angeles,Individual,Second Owner,124403
928,1/27/2021 12:10:00 PM,2/8/2021 6:42:00 PM,550000,East,Pennsylvania,Philadelphia,Individual,First Owner,124404
929,1/27/2021 12:15:00 PM,2/15/2021 6:22:00 PM,750000,East,Pennsylvania,Philadelphia,Individual,First Owner,124405
930,1/27/2021 12:22:00 PM,1/31/2021 1:18:00 PM,450000,East,Pennsylvania,Philadelphia,Individual,First Owner,124406
931,1/27/2021 12:29:00 PM,2/7/2021 3:12:00 PM,400000,East,Pennsylvania,Philadelphia,Individual,Third Owner,124407
932,1/27/2021 12:31:00 PM,2/23/2021 7:34:00 AM,520000,West,California,Los Angeles,Individual,Second Owner,124408
933,1/27/2021 12:51:00 PM,2/3/2021 10:37:00 AM,199000,East,Massachusetts,Boston,Individual,Second Owner,124409
934,1/27/2021 12:54:00 PM,2/3/2021 4:14:00 PM,150000,East,Massachusetts,Boston,Individual,First Owner,124410
935,1/27/2021 12:54:00 PM,2/13/2021 2:44:00 PM,540000,South,Georgia,Atlanta,Individual,Third Owner,124411
